Date,Type,Category,Account,Description,Amount
2024-02-09,Expense,Other,HDFC,milk,70.0
2024-02-09,Expense,Other,nCChdfc,bigbasket,1852.0
2024-02-09,Expense,nagesh,nCChdfc,sundirect,285.0
2024-02-09,Expense,Other,HDFC,parivahan,2135.0
2024-02-08,Expense,Other,HDFC,vegetables,100.0
2024-02-08,Income,Other,SBIcc,washing machine,34.0
2024-02-08,Expense,Other,nCChdfc,vegetables,150.0
2024-02-08,Expense,Other,iAxis,transfer,2000.0
2024-02-08,Income,Other,nCChdfc,bill,18901.0
2024-02-08,Expense,Other,HDFC,milk,60.0
2024-02-07,Income,Other,cash,punasa,1000.0
2024-02-07,Expense,Other,cash,lic,100.0
2024-02-07,Income,Other,HDFC,int,61.0
2024-02-07,Income,Other,Axisneo,cb,300.0
2024-02-07,Income,Other,nCChdfc,cb,449.0
2024-02-07,Expense,Other,nCChdfc,bigbasket,2341.0
2024-02-07,Income,Other,cash,sarivi,5000.0
2024-02-06,Expense,Other,HDFC,vegetables,45.0
2024-02-06,Expense,raja bava,nCChdfc,train,540.0
2024-02-06,Expense,Other,nCChdfc,mutton,500.0
2024-02-06,Expense,Other,nCChdfc,milk,140.0
2024-02-06,Income,Other,nCChdfc,bill,15008.0
2024-02-05,Expense,Other,nCChdfc,decoration,530.0
2024-02-05,Expense,Other,nCChdfc,flowers,150.0
2024-02-05,Expense,Other,SBIcc,washing machine,22521.0
2024-02-05,Income,Other,nCChdfc,bill,18231.0
2024-02-05,Expense,Other,HDFC,food,70.0
2024-02-05,Expense,akka,HDFC,gold,7000.0
2024-02-05,Expense,ksn,nCChdfc,train,427.0
2024-02-05,Expense,Other,nCChdfc,milk,105.0
2024-02-05,Expense,Other,cash,milk,1400.0
2024-02-04,Expense,Other,cash,milk,1500.0
2024-02-04,Expense,Other,CChdfc,aditya,365.0
2024-02-04,Expense,Other,nCChdfc,milk,70.0
2024-02-04,Income,Other,nCChdfc,bill,12664.0
2024-02-04,Expense,devi,cash,devi,1500.0
2024-02-04,Expense,Other,HDFC,transfer,3000.0
2024-02-03,Expense,Other,nCChdfc,xerox,60.0
2024-02-03,Expense,ksn,CChdfc,train,437.0
2024-02-03,Expense,Other,CChdfc,insurance,2280.0
2024-02-03,Expense,Other,nCChdfc,milk,105.0
2024-02-03,Expense,Other,HDFC,kirana,280.0
2024-02-03,Income,Other,nCChdfc,bill,18707.0
2024-02-02,Expense,Other,mAxis,MRI,8100.0
2024-02-02,Expense,Other,DHDFC,victory bazaar,180.0
2024-02-02,Expense,Other,HDFC,xray,400.0
2024-02-02,Expense,Other,HDFC,ambulance,2000.0
2024-02-02,Expense,Other,mAxis,Bvrm hsptl,10946.0
2024-02-02,Expense,Other,DHDFC,tests,2500.0
2024-02-02,Expense,Other,mAxis,petrol,1500.0
2024-02-02,Expense,Other,DHDFC,operation,70000.0
2024-02-02,Expense,Other,mAxis,room,2500.0
2024-02-02,Income,Other,nCChdfc,bill,2595.0
2024-02-02,Income,Other,tDHDFC,bill,33221.0
2024-02-02,Income,Other,HDFC,received,50000.0
2024-02-02,Expense,Other,HDFC,medicines,490.0
2024-02-02,Expense,balaji mavayya,HDFC,emi,1300.0
2024-02-01,Income,Other,cash,received,500.0
2024-02-01,Expense,Other,DHDFC,recharge,500.0
2024-02-01,Expense,mavayya garu,nCChdfc,permit,350.0
2024-02-01,Income,Other,nCChdfc,bill,3946.0
2024-02-01,Expense,Other,HDFC,transfer,500.0
2024-02-01,Expense,Other,HDFC,dwakra,5000.0
2024-02-01,Income,Other,tDHDFC,bill,27319.0
2024-01-12,Expense,Other,HDFC,ccbill,2745.0
2024-01-12,Income,Other,HDFC,cb,107.0
2024-01-12,Income,Other,HDFC,int,45.0
2024-01-12,Expense,Other,iAxis,noodles,80.0
2024-01-11,Expense,Other,iAxis,tax,45000.0
2024-01-11,Income,Other,HDFC,int,92.0
2024-01-11,Expense,Other,HDFC,ccbill,95477.0
2024-01-11,Expense,Other,CChdfc,dmart,1151.0
2024-01-11,Income,Other,HDFC,cb,2.0
2024-01-11,Income,akka,HDFC,received,20000.0
2024-01-11,Expense,Other,iAxis,rapido,31.0
2024-01-11,Income,Other,LICICI,commission,5192.0
2024-01-10,Expense,balaji mavayya,HDFC,maala,200.0
2024-01-10,Expense,Other,HDFC,transfer,22000.0
2024-01-10,Expense,Other,cash,adj,3150.0
2024-01-10,Expense,Other,HDFC,transfer,4001.0
2024-01-10,Expense,Other,cash,banana,100.0
2024-01-10,Expense,subramanyam,cash,utaru,2900.0
2024-01-10,Income,Other,HDFC,cb,13.0
2024-01-10,Income,Other,HDFC,int,660.0
2024-01-10,Income,Other,HDFC,received,19000.0
2024-01-10,Expense,Other,HDFC,ccbill,8460.0
2024-01-10,Expense,Other,HDFC,crop loan,106000.0
2024-01-09,Income,Other,HDFC,cb,21.0
2024-01-09,Expense,Other,HDFC,ccbill,1932.0
2024-01-09,Expense,Other,iAxis,fish,1500.0
2024-01-09,Expense,mavayya garu,iAxis,recharge,799.0
2024-01-09,Income,Other,HDFC,cb,25.0
2024-01-09,Income,Other,HDFC,int,1017.0
2024-01-08,Expense,Other,HDFC,milk,120.0
2024-01-08,Expense,Other,HDFC,commission,3000.0
2024-01-08,Expense,Other,HDFC,ccbill,2380.0
2024-01-08,Income,Other,HDFC,cb,7.0
2024-01-08,Expense,Other,CChdfc,recharge,69.0
2024-01-08,Income,Other,kotak,dhan,15000.0
2024-01-08,Expense,Other,HDFC,leo,900.0
2024-01-08,Expense,Other,HDFC,steel kottu loan,50000.0
2024-01-07,Income,Other,HDFC,cb,4.0
2024-01-07,Income,Other,HDFC,int,695.0
2024-01-07,Expense,Other,SBIcc,victory bazaar,356.0
2024-01-07,Expense,Other,HDFC,ccbill,248.0
2024-01-06,Expense,mohan,HDFC,peda,3400.0
2024-01-06,Income,Other,HDFC,int,53.0
2024-01-06,Expense,Other,cash,peda,100.0
2024-01-06,Expense,Other,iAxis,milk,70.0
2024-01-06,Expense,Other,HDFC,maintenance,1000.0
2024-01-06,Expense,Other,HDFC,maintenance,1000.0
2024-01-06,Expense,Other,HDFC,jaya aunty,1500.0
2024-01-06,Expense,Other,HDFC,milk,1500.0
2024-01-06,Expense,Other,HDFC,charges,17.0
2024-01-06,Expense,mohan,HDFC,peda,3600.0
2024-01-06,Income,mohan,mutth,peda,5000.0
2024-01-05,Expense,Other,iAxis,milk,105.0
2024-01-05,Expense,Other,iAxis,petrol,400.0
2024-01-05,Income,nagesh,mutth,watering,250.0
2024-01-05,Expense,nagesh,cash,watering,500.0
2024-01-05,Expense,Other,HDFC,food,85.0
2024-01-05,Expense,Other,CChdfc,medplus,219.0
2024-01-05,Income,Other,HDFC,utaru,3618.0
2024-01-05,Expense,Other,SBIcc,aditya,1025.0
2024-01-05,Income,Other,HDFC,utaru,2088.0
2024-01-05,Income,Other,HDFC,utaru,3726.0
2024-01-05,Income,Other,HDFC,utaru,1368.0
2024-01-05,Income,Other,HDFC,received,50.0
2024-01-04,Income,Other,SBIcc,limit,100000.0
2024-01-04,Expense,Other,iAxis,train,1150.0
2024-01-04,Income,Other,HDFC,int,1049.0
2024-01-04,Expense,Other,HDFC,vegetables,180.0
2024-01-04,Expense,Other,iAxis,vegetables,180.0
2024-01-04,Expense,Other,CChdfc,kirana,427.0
2024-01-03,Expense,Other,nCChdfc,D2,2588.0
2024-01-03,Expense,Other,CChdfc,kirana,491.0
2024-01-03,Expense,Other,nCChdfc,B3,2600.0
2024-01-03,Income,Other,HDFC,cb,2.0
2024-01-03,Expense,Other,HDFC,vegetables,55.0
2024-01-03,Expense,Other,HDFC,ccbill,10751.0
2024-01-03,Expense,Other,nCChdfc,big basket,1355.0
2024-01-03,Expense,Other,cash,milk,1850.0
2024-01-03,Expense,devi,cash,devi,1500.0
2024-01-03,Expense,Other,cash,medicines,300.0
2024-01-03,Expense,Other,cash,panthulu,4000.0
2024-01-02,Expense,Other,FAxisCC,train,1100.0
2024-01-02,Expense,Other,DHDFC,flipkart,198.0
2024-01-02,Income,akka,HDFC,received,32170.0
2024-01-01,Income,Other,DHDFC,ccbill,5148.0
2024-01-01,Expense,Other,DHDFC,parivahan,2138.0
2024-01-01,Expense,akka,CChdfc,transfer,38670.0
2024-01-01,Income,mavayya garu,HDFC,10,5000.0
2024-01-01,Expense,Other,HDFC,ccbill,1000.0
2024-01-01,Expense,Other,HDFC,ccbill,7566.0
2024-01-01,Income,Other,HDFC,int,803.0
2023-12-12,Expense,Other,DHDFC,krishna sweets,280.0
2023-12-12,Expense,Other,HDFC,Home,60.0
2023-12-12,Expense,Other,mAxis,milk,100.0
2023-12-12,Expense,Other,ICICIcc,s22,166.0
2023-12-11,Expense,Other,ICICIcc,s22,206.0
2023-12-11,Expense,Other,DHDFC,recharge,1490.0
2023-12-11,Expense,Other,HDFC,transfer,1000.0
2023-12-11,Expense,mavayya garu,axisCC,parivahan,2138.0
2023-12-11,Expense,Other,axisCC,transfer,14950.0
2023-12-11,Expense,sai bava,CChdfc,train,1198.0
2023-12-10,Income,balaji mavayya,HDFC,received,7227.0
2023-12-10,Expense,Other,ICICIcc,s22,246.0
2023-12-10,Expense,Other,DHDFC,bosch fridge,506.0
2023-12-10,Expense,Other,DHDFC,kppalem,437.0
2023-12-10,Income,akka,HDFC,received,4500.0
2023-12-10,Expense,raja bava,FAxisCC,iphone,222.0
2023-12-10,Expense,akka,FAxisCC,jathin,757.0
2023-12-10,Expense,akka,FAxisCC,iphone,2976.0
2023-12-10,Expense,Other,HDFC,ccbill,14000.0
2023-12-10,Income,akka,HDFC,received,23000.0
2023-12-10,Expense,akka,FAxisCC,moto,25906.0
2023-12-09,Income,manikanta,HDFC,received,287.0
2023-12-09,Income,akka,HDFC,received,4716.0
2023-12-09,Expense,Other,ICICIcc,s22,285.0
2023-12-09,Expense,Other,DHDFC,bosch fridge,535.0
2023-12-09,Expense,Other,DHDFC,bosch fridge,96.0
2023-12-08,Expense,Other,DHDFC,krishna sweets,300.0
2023-12-08,Expense,Other,ICICIcc,s22,324.0
2023-12-08,Expense,Other,HDFC,jathin,2410.0
2023-12-07,Expense,Other,HDFC,ccbill,2000.0
2023-12-06,Expense,Other,tDHDFC,big basket,823.0
2023-12-06,Income,Other,FAxisCC,cb,124.0
2023-12-05,Expense,Other,HDFC,transfer,2000.0
2023-12-05,Expense,Other,ICICIcc,s22,437.0
2023-12-05,Expense,Other,DHDFC,big basket,568.0
2023-12-05,Expense,Other,DHDFC,clothes,298.0
2023-12-05,Expense,Other,DHDFC,victory bazaar,1506.0
2023-12-05,Expense,Other,DHDFC,krishna sweets,655.0
2023-12-05,Expense,Other,DHDFC,reliance,603.0
2023-12-05,Expense,Other,nCChdfc,Food,140.0
2023-12-05,Income,mavayya garu,HDFC,3,1500.0
2023-12-05,Expense,Other,axisCC,swiggy,200.0
2023-12-05,Expense,Other,DHDFC,petrol,1500.0
2023-12-05,Expense,Other,HDFC,ccbill,1000.0
2023-12-04,Expense,sai bava,FAxisCC,train,1576.0
2023-12-04,Expense,Other,ICICIcc,s22,474.0
2023-12-04,Expense,Other,DHDFC,recharge,350.0
2023-12-04,Expense,Other,Amazon,Home,672.0
2023-12-04,Expense,Other,DHDFC,Home,1569.0
2023-12-03,Expense,balaji mavayya,CChdfc,vivoT1,31856.0
2023-12-03,Expense,Other,ICICIcc,s22,511.0
2023-12-03,Expense,Other,Union,charges,17.0
2023-12-03,Expense,raja bava,FAxisCC,train,155.0
2023-12-03,Expense,mavayya garu,FAxisCC,permit,353.0
2023-12-02,Expense,Other,ICICIcc,s22,547.0
2023-12-02,Expense,Other,HDFC,ccbill,8120.0
2023-12-01,Expense,Other,CChdfc,transfer,955.0
2023-12-01,Expense,Other,HDFC,jathin,159.0
2023-12-01,Expense,Other,DHDFC,petrol,292.0
2023-12-01,Expense,Other,ICICIcc,s22,582.0
2023-11-12,Expense,Other,tDHDFC,recharge,179.0
2023-11-12,Expense,Other,mAxis,petrol,300.0
2023-11-12,Expense,raja bava,CChdfc,screen guard,250.0
2023-11-12,Expense,Other,FAxisCC,flipkart,6000.0
2023-11-12,Expense,Other,mAxis,petrol,2000.0
2023-11-12,Income,Other,FAxisCC,cb,1509.0
2023-11-11,Expense,Other,tDHDFC,bsnl,761.0
2023-11-11,Expense,Other,tDHDFC,gas,944.0
2023-11-11,Expense,Other,tDHDFC,kppalem,488.0
2023-11-11,Expense,Other,tDHDFC,B3,860.0
2023-11-11,Expense,Other,Amazon,ramu,200.0
2023-11-11,Expense,Other,tDHDFC,D2,176.0
2023-11-11,Expense,ksn,tDHDFC,tatasky,307.0
2023-11-11,Expense,Other,DHDFC,ramu,69.0
2023-11-11,Income,Other,axisCC,bill,590.0
2023-11-11,Expense,Other,FAxisCC,adjustment,1.0
2023-11-11,Expense,Other,mAxis,petrol,150.0
2023-11-10,Expense,Other,DHDFC,medicines,1500.0
2023-11-10,Expense,Other,DHDFC,victory bazaar,345.0
2023-11-10,Income,Other,FAxisCC,cb,21.0
2023-11-10,Expense,Other,tDHDFC,big basket,2954.0
2023-11-09,Income,Other,FAxisCC,cb,2195.0
2023-11-08,Expense,Other,DHDFC,mulaswamy,372.0
2023-11-08,Expense,Other,DHDFC,bill,212.0
2023-11-08,Expense,Other,DHDFC,reliance,389.0
2023-11-08,Expense,Other,DHDFC,Home,580.0
2023-11-08,Expense,Other,cash,leo,700.0
2023-11-08,Income,Other,FAxisCC,cb,51.0
2023-11-08,Expense,Other,DHDFC,recharge,177.0
2023-11-08,Expense,Other,DHDFC,ramu,259.0
2023-11-08,Expense,Other,HDFC,charges,590.0
2023-11-08,Expense,Other,DHDFC,victory bazaar,528.0
2023-11-07,Income,balaji mavayya,HDFC,received,5560.0
2023-11-07,Income,Other,FAxisCC,cb,25.0
2023-11-07,Income,Other,DHDFC,refund,305.0
2023-11-06,Income,Other,Amazon,cb,1000.0
2023-11-06,Expense,Other,tDHDFC,bus,801.0
2023-11-06,Expense,Other,DHDFC,train,403.0
2023-11-06,Expense,Other,axisCC,swiggy,512.0
2023-11-06,Expense,Other,tDHDFC,transfer,1000.0
2023-11-05,Expense,Other,HDFC,transfer,8000.0
2023-11-05,Expense,Other,HDFC,Food,90.0
2023-11-05,Income,Other,FAxisCC,cb,50.0
2023-11-05,Expense,Other,Kotak,drawings,10000.0
2023-11-05,Income,Other,Kotak,dhan,11134.0
2023-11-05,Expense,mavayya garu,nCChdfc,permit,350.0
2023-11-05,Expense,mavayya garu,DHDFC,fastag,500.0
2023-11-05,Expense,Other,DHDFC,petrol,280.0
2023-11-04,Expense,ksn,HDFC,chit,5000.0
2023-11-03,Expense,Other,CChdfc,atomberg,5584.0
2023-11-02,Expense,Other,DHDFC,petrol,292.0
2023-11-01,Income,Other,FAxisCC,cb,36.0
2023-11-01,Expense,Other,DHDFC,aditya,1787.0
2023-11-01,Expense,Other,HDFC,ccbill,1334.0
2023-10-12,Expense,Other,nCChdfc,milk,100.0
2023-10-12,Income,Other,axisCC,bill,19488.0
2023-10-12,Expense,Other,mAxis,victory bazaar,565.0
2023-10-11,Income,Other,FAxisCC,cb,98.0
2023-10-11,Income,Other,DHDFC,refund,195.0
2023-10-11,Income,raja bava,HDFC,received,23000.0
2023-10-11,Expense,Other,HDFC,transfer,1000.0
2023-10-11,Expense,Other,cash,Home,900.0
2023-10-11,Expense,Other,ICICIcc,amazon,400.0
2023-10-11,Expense,Other,tDHDFC,reliance,390.0
2023-10-11,Expense,Other,CChdfc,train,2700.0
2023-10-10,Expense,Other,HDFC,ccbill,2000.0
2023-10-10,Expense,Other,HDFC,ccbill,6729.0
2023-10-08,Expense,Other,HDFC,Home,330.0
2023-10-07,Income,sai bava,HDFC,received,3958.0
2023-10-07,Expense,Other,cash,misc,1000.0
2023-10-07,Expense,Other,DHDFC,aditya,1035.0
2023-10-07,Income,Other,sdhan,manikanta,80000.0
2023-10-07,Income,akka,HDFC,received,50000.0
2023-10-07,Income,Other,HDFC,received,3000.0
2023-10-07,Income,Other,cash,received,7000.0
2023-10-07,Expense,Other,HDFC,Food,65.0
2023-10-07,Expense,Other,HDFC,ccbill,5735.0
2023-10-06,Expense,Other,HDFC,Food,50.0
2023-10-05,Expense,Other,nCChdfc,leo,1398.0
2023-10-05,Expense,ksn,DHDFC,tatasky,200.0
2023-10-04,Expense,Other,Amazon,train,583.0
2023-10-04,Expense,Other,kotak,ind,826.0
2023-10-04,Expense,Other,Amazon,recharge,155.0
2023-10-04,Income,Other,FAxisCC,cb,139.0
2023-10-04,Expense,Other,DHDFC,petrol,280.0
2023-10-03,Expense,Other,HDFC,ccbill,1128.0
2023-10-03,Income,Other,HDFC,received,1000.0
2023-10-03,Expense,Other,DHDFC,petrol,280.0
2023-10-03,Expense,Other,DHDFC,reliance,426.0
2023-10-02,Income,Other,FAxisCC,cb,385.0
2023-10-01,Income,mom,cash,received,1500.0
2023-10-01,Expense,raja bava,Amazon,train,198.0
2023-10-01,Expense,Other,cash,transfer,2000.0
2023-10-01,Expense,raja bava,CChdfc,train,843.0
2023-10-01,Expense,raja bava,CChdfc,train,123.0
2023-10-01,Expense,Other,Amazon,recharge,99.0
2023-09-12,Expense,Other,DHDFC,aditya,1102.0
2023-09-12,Expense,Other,mAxis,clothes,450.0
2023-09-11,Income,Other,Amazon,cb,200.0
2023-09-11,Expense,Other,ICICIcc,iqoo,19228.0
2023-09-11,Expense,raja bava,IDFCcc,airpods,23262.0
2023-09-11,Expense,Other,DHDFC,petrol,500.0
2023-09-11,Expense,Other,cash,hospital,200.0
2023-09-11,Income,Other,cash,received,500.0
2023-09-11,Income,balaji mavayya,HDFC,received,1000.0
2023-09-11,Income,ksn,cash,received,1500.0
2023-09-11,Expense,Other,HDFC,ccbill,1721.0
2023-09-11,Expense,sai bava,nCChdfc,train,1152.0
2023-09-11,Expense,Other,nCChdfc,Food,735.0
2023-09-10,Expense,Other,DHDFC,recharge,363.0
2023-09-10,Expense,Other,DHDFC,ramu,269.0
2023-09-10,Expense,Other,tDHDFC,nagesh,147.0
2023-09-09,Expense,Other,DHDFC,tatasky,250.0
2023-09-09,Expense,Other,DHDFC,nagesh,406.0
2023-09-09,Income,Other,Amazon,cb,1000.0
2023-09-09,Income,sai bava,HDFC,received,15918.0
2023-09-09,Expense,Other,DHDFC,clothes,1531.0
2023-09-08,Expense,Other,HDFC,ccbill,9019.0
2023-09-08,Expense,Other,HDFC,ccbill,2000.0
2023-09-08,Expense,Other,HDFC,ccbill,4000.0
2023-09-08,Expense,Other,HDFC,ccbill,1995.0
2023-09-08,Income,Other,HDFC,received,1500.0
2023-09-08,Expense,Other,FAxisCC,flipkart,1465.0
2023-09-08,Expense,Other,HDFC,transfer,3100.0
2023-09-08,Income,Other,HDFC,received,523.0
2023-09-08,Expense,Other,cash,transfer,2900.0
2023-09-08,Expense,Other,cash,transfer,5000.0
2023-09-07,Expense,Other,HDFC,ccbill,1000.0
2023-09-07,Expense,Other,HDFC,ccbill,2000.0
2023-09-07,Expense,Other,DHDFC,nagesh,147.0
2023-09-07,Expense,devi,DHDFC,devi,155.0
2023-09-06,Expense,Other,DHDFC,petrol,2000.0
2023-09-06,Income,balaji mavayya,HDFC,received,5560.0
2023-09-06,Income,mavayya garu,HDFC,3,1500.0
2023-09-06,Expense,mavayya garu,nCChdfc,permit,350.0
2023-09-06,Expense,Other,HDFC,ccbill,6007.0
2023-09-05,Expense,Other,HDFC,ccbill,3000.0
2023-09-05,Expense,Other,cash,transfer,5000.0
2023-09-05,Expense,Other,cash,Home,800.0
2023-09-04,Expense,Other,HDFC,ccbill,1050.0
2023-09-04,Expense,ksn,DHDFC,tatasky,200.0
2023-09-04,Income,akka,Amazon,received,1410.0
2023-09-04,Expense,Other,DHDFC,train,362.0
2023-09-03,Expense,Other,sdhan,jogendra,40000.0
2023-09-03,Income,Other,Kotak,dhan,40000.0
2023-09-03,Expense,raja bava,cash,cash,400.0
2023-09-03,Expense,mavayya garu,FAxisCC,permit,353.0
2023-09-03,Expense,Other,Kotak,drawings,40000.0
2023-09-02,Expense,Other,HDFC,big basket,2353.0
2023-09-02,Income,Other,HDFC,received,2000.0
2023-09-02,Income,Other,DHDFC,cb,254.0
2023-09-01,Expense,Other,ICICIcc,fancy number,5200.0
2023-09-01,Expense,Other,Amazon,recharge,98.0
2023-09-01,Expense,Other,DHDFC,clothes,4969.0
2023-09-01,Expense,Other,DHDFC,petrol,507.0
2023-09-01,Expense,mom,HDFC,clothes,3150.0
2023-09-01,Income,mom,HDFC,received,500.0
2023-08-12,Expense,Other,HDFC,ccbill,40455.0
2023-08-12,Expense,mavayya garu,nCChdfc,permit,350.0
2023-08-12,Income,Other,HDFC,cb,28.0
2023-08-12,Expense,Other,mAxis,transfer,500.0
2023-08-12,Expense,Other,tDHDFC,current bill,319.0
2023-08-12,Expense,Other,tDHDFC,tatasky,250.0
2023-08-12,Expense,Other,tDHDFC,kppalem,458.0
2023-08-12,Expense,Other,tDHDFC,B3,271.0
2023-08-12,Income,Other,mAxis,ccbill,1541.0
2023-08-12,Expense,Other,HDFC,ccbill,1000.0
2023-08-11,Expense,Other,DHDFC,petrol,500.0
2023-08-11,Expense,Other,tDHDFC,tatasky,250.0
2023-08-10,Expense,Other,tDHDFC,b3,1089.0
2023-08-10,Expense,Other,tDHDFC,bsnl,1051.0
2023-08-10,Expense,Other,ICICIcc,jathin,1775.0
2023-08-10,Expense,Other,tDHDFC,d2,2432.0
2023-08-10,Expense,Other,tDHDFC,d5,334.0
2023-08-10,Expense,Other,HDFC,train,400.0
2023-08-10,Expense,Other,tDHDFC,tatasky,250.0
2023-08-09,Expense,Other,DHDFC,train,1154.0
2023-08-09,Expense,akka,HDFC,petrol,1010.0
2023-08-08,Expense,Other,cash,transfer,15000.0
2023-08-07,Expense,Other,tDHDFC,victory bazaar,465.0
2023-08-07,Expense,Other,DHDFC,reliance,453.0
2023-08-06,Expense,Other,DHDFC,recharge,719.0
2023-08-06,Expense,Other,DHDFC,tatasky,200.0
2023-08-06,Expense,akka,Amazon,amazon,549.0
2023-08-05,Expense,ksn,DHDFC,medicines,1205.0
2023-08-05,Expense,Other,DHDFC,nagesh,259.0
2023-08-03,Expense,Other,Kotak,upstox,266.0
2023-08-03,Expense,Other,HDFC,ccbill,2124.0
2023-08-03,Expense,Other,DHDFC,nagesh,259.0
2023-08-03,Expense,raja bava,FAxisCC,train,1363.0
2023-08-03,Expense,Other,DHDFC,gas,1145.0
2023-08-03,Expense,Other,ICICIcc,Home,225.0
2023-08-02,Expense,Other,Amazon,Home,99.0
2023-08-02,Expense,mavayya garu,DHDFC,permit,353.0
2023-08-02,Expense,Other,cash,transfer,1000.0
2023-08-02,Expense,Other,HDFC,medicines,1050.0
2023-08-02,Expense,Other,ICICIcc,jathin,2305.0
2023-08-01,Expense,Other,HDFC,medicines,194.0
2023-08-01,Expense,raja bava,FAxisCC,train,835.0
2023-08-01,Expense,Other,HDFC,ccbill,1000.0
2023-07-12,Expense,Other,mAxis,dmart,1722.0
2023-07-12,Expense,akka,HDFC,petrol,1000.0
2023-07-12,Expense,Other,tDHDFC,dmart,1448.0
2023-07-12,Expense,Other,nCChdfc,transfer,1000.0
2023-07-11,Expense,Other,tDHDFC,big basket,2266.0
2023-07-09,Expense,Other,HDFC,ccbill,7000.0
2023-07-09,Expense,akka,nCChdfc,fruits,47.0
2023-07-09,Expense,akka,HDFC,pooja,150.0
2023-07-09,Expense,mavayya garu,DHDFC,train,1198.0
2023-07-09,Expense,Other,DHDFC,train,395.0
2023-07-09,Expense,akka,HDFC,hardware,1780.0
2023-07-09,Expense,mavayya garu,DHDFC,bus,1200.0
2023-07-09,Expense,akka,nCChdfc,kirana,989.0
2023-07-09,Expense,Other,nCChdfc,Food,350.0
2023-07-09,Expense,Other,HDFC,transfer,2000.0
2023-07-09,Expense,akka,HDFC,fruits,615.0
2023-07-09,Expense,balaji mavayya,DHDFC,train,790.0
2023-07-08,Expense,sai bava,FAxisCC,wallpaper,1655.0
2023-07-08,Expense,Other,tDHDFC,petrol,1000.0
2023-07-08,Expense,Other,tDHDFC,tatasky,250.0
2023-07-08,Expense,Other,DHDFC,jathin,831.0
2023-07-07,Expense,Other,nCChdfc,Home,142.0
2023-07-07,Expense,Other,tDHDFC,petrol,300.0
2023-07-07,Expense,Other,tDHDFC,tatasky,250.0
2023-07-07,Expense,Other,Amazon,nagesh,259.0
2023-07-06,Expense,mavayya garu,nCChdfc,permit,350.0
2023-07-06,Expense,Other,axisCC,swiggy,343.0
2023-07-06,Expense,Other,DHDFC,petrol,1000.0
2023-07-06,Expense,unionbank,HDFC,charges,235.0
2023-07-04,Income,Other,HDFC,int,108.0
2023-07-04,Expense,Other,DHDFC,victory bazaar,271.0
2023-07-04,Expense,Other,DHDFC,petrol,280.0
2023-07-04,Expense,akka,FAxisCC,swiggy,255.0
2023-07-04,Expense,Other,DHDFC,nagesh,259.0
2023-07-03,Expense,Other,DHDFC,petrol,280.0
2023-07-03,Expense,Other,DHDFC,reliance,736.0
2023-07-03,Income,mavayya garu,HDFC,2,1000.0
2023-07-03,Expense,Other,DHDFC,aditya,445.0
2023-07-03,Expense,mavayya garu,FAxisCC,permit,353.0
2023-07-02,Income,Other,mAxis,ccbill,9600.0
2023-07-02,Expense,Other,HDFC,ccbill,1000.0
2023-07-01,Expense,Other,Amazon,nagesh,240.0
2023-07-01,Income,Other,HDFC,int,85.0
2023-07-01,Income,Other,mAxis,ccbill,18803.0
2023-07-01,Expense,Other,DHDFC,nagesh,200.0
2023-07-01,Expense,Other,DHDFC,tatasky,100.0
2023-07-01,Expense,Other,cash,transfer,1000.0
2023-07-01,Expense,raja bava,CChdfc,train,3184.0
2023-06-12,Expense,Other,tDHDFC,big basket,2318.0
2023-06-12,Expense,Other,mAxis,pizzahut,275.0
2023-06-12,Expense,mavayya garu,nCChdfc,permit,350.0
2023-06-12,Expense,Other,FAxisCC,train,799.0
2023-06-11,Expense,Other,DHDFC,bus,819.0
2023-06-10,Income,Other,HDFC,received,240.0
2023-06-10,Expense,Other,cash,Home,300.0
2023-06-09,Expense,Other,DHDFC,train,523.0
2023-06-09,Expense,balaji mavayya,DHDFC,train,877.0
2023-06-09,Expense,Other,DHDFC,ramu,260.0
2023-06-09,Expense,mavayya garu,nCChdfc,permit,350.0
2023-06-09,Expense,Other,DHDFC,bosch fridge,35942.0
2023-06-09,Expense,Other,HDFC,transfer,1200.0
2023-06-08,Expense,Other,tDHDFC,medicines,1458.0
2023-06-08,Expense,Other,tDHDFC,train,426.0
2023-06-08,Expense,Other,HDFC,ccbill,1000.0
2023-06-08,Expense,Other,HDFC,ccbill,42000.0
2023-06-07,Income,Other,HDFC,int,625.0
2023-06-07,Expense,Other,HDFC,dad,50.0
2023-06-07,Expense,Other,nCChdfc,xerox,5.0
2023-06-06,Expense,Other,nCChdfc,transfer,5000.0
2023-06-06,Expense,Other,HDFC,internet,3000.0
2023-06-06,Expense,Other,HDFC,ccbill,1000.0
2023-06-06,Expense,Other,HDFC,ccbill,2000.0
2023-06-05,Income,Other,FAxisCC,cb,110.0
2023-06-05,Income,Other,cash,received,800.0
2023-06-05,Expense,Other,nCChdfc,Food,410.0
2023-06-05,Expense,Other,HDFC,transfer,5000.0
2023-06-05,Income,balaji mavayya,HDFC,received,5560.0
2023-06-05,Expense,Other,HDFC,ccbill,56408.0
2023-06-04,Income,Other,DHDFC,refund,220.0
2023-06-04,Expense,Other,HDFC,ccbill,6000.0
2023-06-04,Expense,Other,DHDFC,tatasky,100.0
2023-06-04,Expense,Other,DHDFC,petrol,512.0
2023-06-04,Expense,Other,cash,leo,400.0
2023-06-04,Expense,akka,FAxisCC,swiggy,281.0
2023-06-03,Expense,Other,DHDFC,victory bazaar,826.0
