Date,Type,Category,Account,Description,Amount
2022-01-02,Expense,Jogendra,HDFC,bill,3390.0
2022-01-02,Income,Other,Slice,cb,3.0
2022-01-02,Income,Jogendra,HDFC,cb,138.0
2022-01-02,Expense,Jogendra,HDFC,bill,9916.0
2022-01-02,Income,Jogendra,CChdfc,cb,14.0
2022-01-01,Expense,Other,Ola,wolf,1000.0
2022-01-01,Income,Jogendra,Slice,xc,4.0
2022-01-01,Expense,Jogendra,HDFC,repayment,3296.0
2022-01-01,Income,Jogendra,HDFC,int,355.0
2022-01-01,Income,Jogendra,HDFC,cb,250.0
2022-01-01,Expense,Other,Slice,offer,500.0
2021-12-12,Expense,Jogendra,Amazon,Personal,194.0
2021-12-11,Expense,Jogendra,HDFC,charges,12.0
2021-12-10,Expense,mom,HDFC,puli goru,40000.0
2021-12-10,Income,Other,HDFC,Reimbursed,20000.0
2021-12-10,Expense,Other,Slice,amazon,1589.0
2021-12-10,Income,Other,HDFC,Reimbursed,10000.0
2021-12-10,Expense,Other,CChdfc,amazon,10000.0
2021-12-10,Expense,hyd,HDFC,Home,260.0
2021-12-09,Expense,Other,Slice,Home,400.0
2021-12-09,Expense,Other,Amazon,Home,375.0
2021-12-08,Income,Other,HDFC,CC patym,10075.0
2021-12-08,Expense,Other,Slice,ola bill,500.0
2021-12-08,Income,Other,HDFC,Bal,5716.0
2021-12-08,Income,Jogendra,HDFC,Food,390.0
2021-11-12,Expense,Other,Union,int,17.0
2021-11-12,Income,Jogendra,HDFC,amazon,360.0
2021-11-12,Income,Other,Amazon,cb,6.0
2021-11-10,Expense,Other,Slice,Home,1555.0
2021-11-09,Expense,Jogendra,HDFC,Personal,450.0
2021-10-12,Expense,Other,Amazon,train,303.0
2021-10-12,Expense,Jogendra,Slice,Food,174.0
2021-10-12,Income,Jogendra,CChdfc,cb,500.0
2021-10-11,Expense,Ammamma,HDFC,recharge,200.0
2021-10-10,Expense,Other,Ola,travel,435.0
2021-10-08,Income,Other,Union,Div,20.0
2021-10-08,Expense,Other,Amazon,Home,6304.0
2021-10-08,Expense,Other,Amazon,Home,876.0
2021-09-11,Expense,Other,Amazon,wolf,150.0
2021-09-11,Income,Other,HDFC,Reimbursed,5800.0
2021-09-10,Expense,Other,Amazon,recharge,427.0
2021-09-10,Income,Other,HDFC,Reimbursed,500.0
2021-09-10,Expense,Jogendra,HDFC,Personal,100.0
2021-09-09,Expense,Jogendra,HDFC,Home,190.0
2021-09-09,Income,Other,HDFC,Reimbursed,470.0
2021-09-09,Expense,Other,Amazon,Home,469.0
2021-09-09,Income,Other,HDFC,Reimbursed,100.0
2021-09-09,Income,Other,HDFC,Reimbursed,5000.0
2021-09-08,Expense,Other,Union,Int,220.0
2021-08-12,Expense,dad,Amazon,bill,1621.0
2021-08-12,Income,Other,CChdfc,cb,64.0
2021-08-11,Expense,Other,HDFC,akka,550.0
2021-08-10,Expense,Other,Amazon,amazon,99.0
2021-08-10,Expense,Other,Amazon,train,152.0
2021-08-10,Income,Other,HDFC,Reimbursed,414.0
2021-08-10,Expense,Jogendra,HDFC,Food,25.0
2021-08-10,Expense,hyd,IDFCcc,movie,414.0
2021-08-09,Expense,Other,Ola,Personal,365.0
2021-08-09,Expense,Other,Slice,recharge,200.0
2021-07-12,Expense,Jogendra,HDFC,xerox,60.0
2021-07-11,Expense,Jogendra,HDFC,Food,109.0
2021-07-11,Income,Other,CChdfc,cb,15.0
2021-07-11,Expense,Other,CChdfc,ott,299.0
2021-07-11,Expense,Jogendra,HDFC,recharge,101.0
2021-07-11,Income,Other,HDFC,Reimbursed,2000.0
2021-07-11,Expense,Other,CChdfc,shopping,798.0
2021-07-11,Expense,Other,CChdfc,wolf,200.0
2021-07-11,Expense,Other,HDFC,ccbill,15954.0
2021-07-10,Income,Other,CChdfc,cb,311.0
2021-07-10,Expense,Other,CChdfc,Personal,8090.0
2021-07-10,Expense,Jogendra,HDFC,Personal,500.0
2021-07-10,Income,hyd,HDFC,Reimbursed,1740.0
2021-07-10,Income,hyd,Amazon,refund,269.0
2021-07-10,Expense,hyd,CChdfc,Food,2282.0
2021-07-09,Expense,Ammamma,Amazon,medicines,415.0
2021-07-09,Expense,Other,Amazon,recharge,199.0
2021-06-12,Income,Jogendra,Abank,int,5.0
2021-06-12,Expense,Other,Slice,recharge,200.0
2021-06-11,Expense,Other,Amazon,Home,395.0
2021-06-11,Expense,Other,Amazon,wolf,9000.0
2021-06-11,Expense,Other,Amazon,wolf,500.0
2021-06-11,Expense,Other,CChdfc,wolf,3000.0
2021-06-10,Expense,Other,HDFC,Bill,23502.0
2021-06-10,Expense,hyd,HDFC,Personal,1200.0
2021-06-09,Income,Other,Amazon,cb,445.0
2021-06-09,Income,Other,HDFC,payout,142.0
2021-06-09,Income,Other,HDFC,train,700.0
2021-06-09,Expense,Other,Amazon,train,183.0
2021-06-09,Income,Other,HDFC,train,183.0
2021-06-08,Expense,Other,Slice,Grocery,1000.0
2021-05-12,Expense,dad,Slice,recharge,300.0
2021-05-12,Expense,Other,Slice,shopping,1095.0
2021-05-12,Expense,Other,HDFC,amazon,235.0
2021-05-11,Expense,Other,CChdfc,wolf,4500.0
2021-05-10,Expense,hyd,Amazon,amazon,248.0
2021-05-10,Income,Jogendra,HDFC,cb,249.0
2021-05-09,Expense,Other,Amazon,power bank,1699.0
2021-05-09,Expense,Jogendra,HDFC,Food,303.0
2021-05-09,Expense,Other,Slice,Food,480.0
2021-05-09,Expense,Other,Ola,croma,1449.0
2021-04-12,Expense,akka,ICICIcc,amazon,950.0
2021-04-10,Expense,Jogendra,HDFC,emi,7700.0
2021-04-10,Expense,hyd,Amazon,amazon,853.0
2021-04-10,Income,Other,Union,Int,14.0
2021-04-10,Expense,Other,Amazon,recharge,48.0
2021-04-09,Expense,Other,Slice,Food,570.0
2021-04-09,Expense,akka,Amazon,Home,340.0
2021-03-12,Expense,Other,ICICIcc,amazon,1900.0
2021-03-12,Income,Jogendra,CChdfc,cb,1745.0
2021-03-12,Income,Other,Amazon,cb,23.0
2021-03-11,Income,Other,CChdfc,cb,72.0
2021-03-11,Income,Other,FAxisCC,cb,50.0
2021-03-11,Expense,Other,HDFC,ccbill,40000.0
2021-03-11,Expense,Other,CChdfc,wolf,3000.0
2021-03-11,Income,Other,HDFC,Reimbursed,14000.0
2021-03-11,Expense,Other,CChdfc,Reimbursed,10000.0
2021-03-10,Expense,hyd,HDFC,Home,200.0
2021-03-10,Income,Other,HDFC,amazon,20000.0
2021-03-10,Expense,hyd,HDFC,Food,63.0
2021-03-10,Expense,Jogendra,HDFC,Food,50.0
2021-03-10,Income,Other,HDFC,Reimbursed,5000.0
2021-03-10,Expense,Other,CChdfc,shopping,9378.0
2021-03-10,Income,Other,IDFCcc,cb,8.0
2021-03-10,Expense,Other,CChdfc,amazon,19999.0
2021-03-10,Income,Jogendra,HDFC,cb,42.0
2021-03-10,Expense,hyd,HDFC,Home,457.0
2021-03-09,Expense,akka,Slice,Home,937.0
2021-03-09,Income,Other,Slice,exp CC,1846.0
2021-03-09,Expense,Jogendra,HDFC,bill,1846.0
2021-03-09,Expense,akka,HDFC,Home,110.0
2021-03-09,Expense,Jogendra,HDFC,Food,50.0
2021-02-12,Expense,dad,CChdfc,Reimbursed,10000.0
2021-02-12,Expense,dad,Amazon,train,293.0
2021-02-12,Expense,Jogendra,HDFC,emi,7700.0
2021-02-11,Expense,Other,Ola,recharge,20.0
2021-02-11,Expense,Jogendra,HDFC,emi,7700.0
2021-02-11,Expense,Other,Ola,wolf,3000.0
2021-02-11,Expense,Other,Amazon,wolf,130.0
2021-02-11,Expense,Other,CChdfc,wolf,445.0
2021-02-11,Expense,Jogendra,HDFC,recharge,10.0
2021-02-11,Income,Other,Amazon,cb,50.0
2021-02-10,Expense,hyd,FAxisCC,Home,8874.0
2021-02-09,Expense,Other,HDFC,Bill,1500.0
2021-02-09,Expense,Jogendra,HDFC,emi,4200.0
2021-02-09,Expense,Jogendra,HDFC,Food,49.0
2021-02-09,Expense,akka,HDFC,Bill,450.0
2021-02-09,Expense,akka,Amazon,Food,199.0
2021-01-12,Expense,Other,HDFC,bill,4020.0
2021-01-12,Expense,Jogendra,Slice,misc,2.0
2021-01-12,Income,Jogendra,Abank,int,21.0
2021-01-11,Expense,hyd,HDFC,internet,447.0
2021-01-11,Income,Other,Slice,cb,4.0
2021-01-11,Expense,Other,HDFC,To bava garu,8000.0
2021-01-11,Expense,Jogendra,HDFC,xerox,47.0
2021-01-11,Expense,Other,Ola,petrol,1000.0
2021-01-11,Income,Other,HDFC,sai eshwari,2000.0
2021-01-11,Income,Other,Union,int,14.0
2021-01-11,Income,Jogendra,HDFC,cb,178.0
2021-01-11,Expense,Other,HDFC,ccbill,5067.0
2021-01-10,Income,Other,Abank,int,15.0
2021-01-10,Income,Jogendra,HDFC,Int,730.0
2021-01-10,Expense,Other,HDFC,Bill,3367.0
2021-01-10,Income,Other,Slice,Bill,3367.0
2021-01-10,Income,hyd,HDFC,Reimbursed,3087.0
2021-01-10,Expense,hyd,Slice,petrol,500.0
2021-01-10,Expense,hyd,Ola,Home,2587.0
2021-01-10,Expense,hyd,Amazon,movie,676.0
2021-01-09,Expense,Jogendra,HDFC,Bill,3000.0
2021-01-09,Expense,Other,HDFC,exp CC,15000.0
2021-01-09,Expense,Other,Amazon,recharge,196.0
2021-01-09,Expense,Other,Ola,oil,1010.0
2021-01-08,Expense,Other,CChdfc,office,16740.0
2021-01-08,Expense,Other,Slice,Food,763.0
2021-01-06,Income,Other,FAxisCC,Limit,250000.0
2021-01-06,Income,Other,mAxis,Limit,120000.0
2021-01-06,Income,Other,DHDFC,Limit,144000.0
2021-01-06,Income,Other,IDFCcc,Limit,35000.0
2021-01-06,Income,Other,RBLcc,Limit,47000.0
2021-01-06,Income,Other,CChdfc,Limit,100000.0
2021-01-06,Income,Other,Union,Bal,914.0
,Expense,Other,Union,Int,826.0
,Expense,Other,Union,Int,899.0
,Expense,Other,Union,Int,854.0
,Expense,Other,Union,Int,1008.0
,Expense,Other,Union,Int,915.0
,Income,Other,Union,Div,63.0
,Expense,Other,Slice,Food,1092.0
,Expense,Other,Amazon,Leo,2650.0
,Expense,Other,Amazon,Home,1350.0
,Expense,Jogendra,HDFC,Food,345.0
,Expense,Jogendra,HDFC,Int,720.0
,Expense,Other,Amazon,Home,916.0
,Expense,Other,Amazon,Leo,1404.0
,Income,Other,Union,Int,1262.0
,Expense,Jogendra,HDFC,Marriage,394.0
,Expense,Other,Union,Int,630.0
,Expense,Other,HDFC,ticker,150.0
,Expense,Other,HDFC,Home,4658.0
,Expense,Other,Slice,Personal,500.0
,Expense,Ammamma,Amazon,train,778.0
,Expense,Ammamma,Amazon,recharge,106.0
,Income,Jogendra,HDFC,Saroj,14850.0
,Expense,Jogendra,HDFC,recharge,38.0
,Expense,Jogendra,HDFC,Marriage,3500.0
,Expense,Bill Rec,HDFC,Marriage,1100.0
,Expense,Nanamma,Amazon,Home,125.0
,Expense,Bill Rec,Slice,Bill,901.0
,Income,Other,Amazon,cb,25.0
,Expense,Bill Rec,HDFC,Bill,737.0
,Expense,Other,Slice,Personal,200.0
,Expense,Bill Rec,Amazon,recharge,574.0
,Expense,Ammamma,misc,recharge,200.0
,Income,Other,HDFC,Deposit,10000.0
,Expense,Other,Amazon,Personal,150.0
,Expense,Bill Rec,Slice,Bill,901.0
,Expense,Bill Rec,Amazon,Bill,240.0
,Expense,Other,Slice,Home,208.0
,Expense,Other,Ola,Food,504.0
,Expense,Other,Ola,Leo,1070.0
,Expense,Jogendra,HDFC,Food,280.0
,Expense,Jogendra,HDFC,transfer,520.0
,Expense,Other,HDFC,Bill,2081.0
,Expense,Jogendra,HDFC,charges,176.0
,Expense,Other,HDFC,Home,520.0
,Expense,Jogendra,HDFC,Home,165.0
,Expense,Other,Amazon,train,293.0
,Income,Other,Amazon,Reimbursed,5000.0
,Expense,Jogendra,HDFC,Personal,500.0
,Expense,Other,Slice,travel,865.0
,Expense,Other,Amazon,Home,1165.0
,Expense,Other,Amazon,Personal,101.0
,Expense,Other,Slice,Personal,200.0
,Expense,Jogendra,HDFC,Home,35.0
,Expense,Jogendra,HDFC,Home,50.0
,Expense,Ammamma,Amazon,medicines,1211.0
,Expense,Other,Ola,Food,374.0
,Expense,Jogendra,HDFC,Food,110.0
,Income,Other,HDFC,Reimbursed,10000.0
,Expense,Jogendra,HDFC,Food,88.0
,Income,Other,Union,Int,30.0
,Expense,Other,Amazon,Home,58.0
,Expense,Jogendra,HDFC,Food,30.0
,Income,Other,Union,Div,27.0
,Expense,Other,Slice,Personal,500.0
,Income,Jogendra,HDFC,Personal,500.0
,Expense,Other,Amazon,Home,937.0
,Expense,Other,FAxisCC,Leo,761.0
,Expense,Jogendra,HDFC,Food,90.0
,Income,Other,HDFC,Reimbursed,937.0
,Income,Other,CChdfc,cb,786.0
,Expense,Other,Slice,Food,323.0
,Expense,Jogendra,HDFC,Food,340.0
,Expense,Other,Slice,recharge,400.0
,Income,Other,HDFC,Reimbursed,5000.0
,Income,Other,Amazon,Reimbursed,5000.0
,Expense,Other,Amazon,Bill,2673.0
,Income,Other,HDFC,Reimbursed,390.0
,Expense,Jogendra,HDFC,Food,40.0
,Income,Other,Union,Int,608.0
,Income,Other,HDFC,Reimbursed,300.0
,Expense,Other,CChdfc,amazon,5000.0
,Income,Other,Ola,ola bill,4772.0
,Income,Other,Union,Int,1264.0
,Income,Jogendra,HDFC,emi,3500.0
,Expense,Other,IDFCcc,ipo,15150.0
,Income,Other,HDFC,bill,15150.0
,Expense,Jogendra,HDFC,charges,88.0
,Expense,Other,HDFC,Bill,3200.0
,Expense,Jogendra,HDFC,Food,118.0
,Expense,hyd,HDFC,Food,297.0
,Expense,Jogendra,HDFC,Food,292.0
,Expense,Ammamma,Amazon,train,875.0
,Expense,hyd,Amazon,recharge,98.0
,Expense,Other,Amazon,amazon,229.0
,Expense,Other,Ola,travel,2715.0
,Expense,Other,Amazon,Home,1850.0
,Expense,Other,Amazon,travel,1300.0
,Expense,Jogendra,HDFC,Personal,780.0
,Expense,Jogendra,HDFC,recharge,94.0
,Expense,Jogendra,HDFC,car,12500.0
,Expense,Other,Ola,recharge,300.0
,Expense,Other,Ola,insurance,5460.0
,Expense,Other,Ola,Food,525.0
,Expense,Other,Amazon,Home,910.0
,Expense,Jogendra,HDFC,Food,115.0
,Expense,Other,Amazon,recharge,270.0
,Income,Jogendra,HDFC,dream11,340.0
,Income,Jogendra,HDFC,cb,6.0
,Income,Other,Abank,cb,82.0
,Expense,Other,Slice,recharge,200.0
,Income,Other,HDFC,Reimbursed,5000.0
,Expense,Other,Ola,Home,585.0
,Income,Other,Amazon,amazon,10.0
,Income,Other,HDFC,Reimbursed,4000.0
,Income,Other,HDFC,Reimbursed,5500.0
,Expense,Jogendra,HDFC,medicines,57.0
,Income,Other,Union,Div,10.0
,Expense,Other,Ola,shopping,5486.0
,Expense,Jogendra,HDFC,crypto,500.0
,Expense,Jogendra,HDFC,Food,480.0
,Expense,Other,Amazon,train,368.0
,Expense,Jogendra,HDFC,Food,280.0
,Expense,Other,Amazon,train,188.0
,Expense,Other,CChdfc,misc,907.0
,Expense,Jogendra,HDFC,medicines,460.0
,Expense,Ammamma,Amazon,train,805.0
,Expense,Ammamma,Amazon,recharge,383.0
,Income,Other,HDFC,baba,1200.0
,Expense,Other,Amazon,bill,8095.0
,Expense,Other,HDFC,ccbill,9635.0
,Income,Other,FAxisCC,cb,19.0
,Expense,Other,HDFC,ccbill,26113.0
,Income,Other,IDFCcc,cb,51.0
,Expense,Other,IDFCcc,toBank,20000.0
,Income,Other,IDFCcc,cb,233.0
,Expense,Other,CChdfc,wolf,5000.0
,Expense,Jogendra,Amazon,recharge,48.0
,Expense,Other,Ola,bill,1.0
,Expense,Other,Amazon,wolf,5000.0
,Expense,Other,CChdfc,wolf,2130.0
,Expense,Other,CChdfc,wolf,4000.0
,Expense,Other,Amazon,wolf,2000.0
,Expense,Other,CChdfc,wolf,3000.0
,Expense,Jogendra,CChdfc,game,1000.0
,Expense,Other,Ola,wolf,6000.0
,Expense,Other,Slice,game,1000.0
,Expense,Other,Amazon,game,130.0
,Expense,hyd,Slice,Food,489.0
,Expense,Other,Ola,wolf,4930.0
,Expense,Other,Ola,sai eshwari,2316.0
,Income,Jogendra,HDFC,emi,3500.0
,Expense,Other,Amazon,wolf,70.0
,Expense,Jogendra,Ola,Food,407.0
,Income,Other,HDFC,Reimbursed,1000.0
,Income,mani annaya,HDFC,Reimbursed,2500.0
,Expense,Jogendra,Union,charges,32.0
,Expense,Other,CChdfc,wolf,6000.0
,Income,Jogendra,HDFC,cb,201.0
,Expense,Other,CChdfc,wolf,252.0
,Expense,Other,Amazon,recharge,48.0
,Expense,Other,Amazon,Home,498.0
,Income,Other,HDFC,Reimbursed,1000.0
,Expense,Jogendra,HDFC,recharge,98.0
,Income,Other,Amazon,Reimbursed,10000.0
,Expense,Other,Amazon,bill,1654.0
,Expense,Other,Amazon,Home,981.0
,Expense,Other,CChdfc,wolf,500.0
,Income,Other,Union,int,675.0
,Expense,Other,Union,charges,350.0
,Expense,Other,Amazon,Home,1795.0
,Expense,Other,CChdfc,wolf,500.0
,Expense,Other,Slice,Home,2025.0
,Expense,Other,Slice,recharge,200.0
,Expense,Other,Amazon,amazon,1359.0
,Expense,Other,Amazon,recharge,270.0
,Expense,Other,Amazon,recharge,106.0
,Expense,Other,Amazon,Leo,315.0
,Expense,Jogendra,HDFC,Leo,130.0
,Expense,Other,FAxisCC,shopping,73.0
,Income,Jogendra,HDFC,crypto,500.0
,Expense,Other,Union,int,450.0
,Income,Jogendra,HDFC,cb,41.0
,Income,Jogendra,HDFC,misc,636.0
,Income,Other,FAxisCC,cb,481.0
,Expense,Other,Amazon,train,1021.0
,Expense,Other,Amazon,recharge,98.0
,Income,mom,HDFC,Reimbursed,10000.0
,Expense,Other,Amazon,amazon,1999.0
,Income,Other,CChdfc,cb,562.0
,Expense,Other,Amazon,amazon,199.0
,Expense,Other,Amazon,Leo,1362.0
,Income,Other,HDFC,Reimbursed,6200.0
,Expense,Jogendra,HDFC,charges,5.0
,Income,Other,Amazon,cb,177.0
,Expense,happy,HDFC,amazon,1359.0
,Expense,Other,HDFC,wolf,500.0
,Expense,dad,Amazon,recharge,98.0
,Expense,Baba,HDFC,shopping,300.0
,Expense,dad,Amazon,travel,549.0
,Expense,transfer,Slice,cb,250.0
,Expense,Other,CChdfc,emi,148.0
,Expense,transfer,FAxisCC,ola bill,17363.0
,Income,Jogendra,Amazon,cb,3.0
,Income,Other,Union,dream11,2650.0
,Income,Other,Union,int,1968.0
,Income,Other,Union,int,866.0
,Expense,dad,Amazon,travel,568.0
,Income,Other,ICICIcc,Limit,500000.0
,Expense,Jogendra,CChdfc,emi,26.0
,Expense,transfer,Amazon,amazon,608.0
,Expense,dad,Amazon,bill,8323.0
,Income,dad,Amazon,Reimbursed,5000.0
,Income,Other,Amazon,cb,13.0
,Expense,Other,HDFC,ccbill,9508.0
,Expense,Other,IDFCcc,cb,349.0
,Income,Other,ICICIcc,cb,52.0
,Expense,Other,CChdfc,misc,420.0
,Expense,Other,HDFC,ccbill,45820.0
,Income,Other,CChdfc,cb,40.0
,Income,Jogendra,HDFC,emi,3500.0
,Income,dad,Amazon,Reimbursed,5000.0
,Income,Other,Union,int,2373.0
,Income,dad,HDFC,Reimbursed,10000.0
,Expense,dad,Amazon,recharge,98.0
,Income,Other,Union,int,1046.0
,Expense,Jogendra,HDFC,Food,388.0
,Income,Other,HDFC,Reimbursed,535.0
,Income,Other,HDFC,Reimbursed,100.0
,Income,Other,Union,bharatpe,41.0
,Expense,Other,Amazon,amazon,1746.0
,Income,Other,HDFC,cb,1000.0
,Expense,dad,Amazon,recharge,270.0
,Income,dad,Amazon,Reimbursed,3000.0
,Expense,Jogendra,HDFC,Food,87.0
,Expense,Jogendra,HDFC,movie,142.0
,Expense,Jogendra,HDFC,upstox,177.0
,Expense,dad,Amazon,amazon,243.0
,Expense,Ammamma,Amazon,recharge,200.0
,Expense,Jogendra,HDFC,Food,19.0
,Expense,Other,Slice,ola,300.0
,Expense,Other,Ola,wolf,300.0
,Income,Other,IDFCcc,cb,683.0
,Income,Jogendra,Abank,int,38.0
,Income,Other,Amazon,cb,6.0
,Expense,Other,HDFC,upstox,100.0
,Expense,Other,HDFC,ccbill,16886.0
,Income,Other,FAxisCC,cb,16.0
,Expense,Other,HDFC,ccbill,2800.0
,Income,Other,ICICIcc,cb,6.0
,Expense,Jogendra,FAxisCC,shopping,7233.0
,Expense,Other,Union,int,1232.0
,Expense,Other,Amazon,wolf,50.0
,Expense,dad,Amazon,bill,3135.0
,Expense,dad,Amazon,Home,1615.0
,Income,dad,Amazon,Reimbursed,10000.0
,Income,Other,HDFC,upstox,800.0
,Expense,Jogendra,CChdfc,emi,24.0
,Expense,Jogendra,CChdfc,emi,132.0
,Expense,Other,Amazon,wolf,100.0
,Expense,Jogendra,HDFC,Food,40.0
,Expense,Other,HDFC,withdraw,1500.0
,Expense,Other,Amazon,wolf,160.0
,Income,Other,CChdfc,cb,500.0
,Expense,Other,Amazon,wolf,200.0
,Expense,Jogendra,Amazon,game,500.0
,Income,Jogendra,ICICIcc,cb,4.0
,Income,Jogendra,HDFC,int,815.0
,Expense,Other,Amazon,wolf,200.0
,Income,Jogendra,CChdfc,cb,857.0
,Expense,Other,Amazon,wolf,300.0
,Expense,Other,Slice,recharge,600.0
,Income,Other,HDFC,recharge,666.0
,Expense,Other,Amazon,wolf,334.0
,Income,Jogendra,HDFC,cb,40.0
,Expense,Other,Abank,transfer,161.0
,Income,mom,HDFC,Reimbursed,6500.0
,Income,Other,HDFC,emi,3500.0
,Income,Jogendra,Ola,cb,500.0
,Expense,Other,Amazon,wolf,400.0
,Expense,Jogendra,HDFC,Food,280.0
,Expense,Jogendra,HDFC,grill,735.0
,Income,Other,CChdfc,cb,62.0
,Income,Other,HDFC,Reimbursed,150.0
,Income,Jogendra,Amazon,cb,28.0
,Income,Jogendra,HDFC,wolf,200.0
,Income,dad,HDFC,Reimbursed,10000.0
,Income,dad,Amazon,Reimbursed,10000.0
,Expense,dad,Amazon,bill,1621.0
,Expense,dad,HDFC,Food,1080.0
,Expense,dad,Amazon,Home,1005.0
,Expense,dad,Amazon,recharge,270.0
,Expense,Other,Ola,wolf,500.0
,Income,Other,HDFC,Reimbursed,600.0
,Expense,Other,HDFC,Food,160.0
,Expense,Other,HDFC,Food,2765.0
,Expense,Other,Ola,Food,1083.0
,Income,Other,Ola,refund,894.0
,Expense,dad,Slice,recharge,375.0
,Income,Other,FAxisCC,cb,260.0
,Expense,Jogendra,HDFC,charges,177.0
,Expense,dad,Amazon,recharge,58.0
,Expense,Jogendra,Amazon,shopping,454.0
,Expense,Jogendra,Amazon,shopping,849.0
,Expense,Other,Amazon,bill,5495.0
,Income,Other,HDFC,int,452.0
,Expense,Jogendra,HDFC,ccbill,8116.0
,Income,Other,ICICIcc,cb,159.0
,Expense,Jogendra,HDFC,Food,20.0
,Expense,dad,ICICIcc,insurance,24020.0
,Expense,dad,Ola,Reimbursed,10700.0
,Income,dad,HDFC,Reimbursed,24000.0
,Income,Jogendra,CChdfc,cb,63.0
,Income,Other,Amazon,Reimbursed,5200.0
,Expense,dad,Amazon,recharge,690.0
,Expense,Other,Ola,wolf,100.0
,Expense,dad,Amazon,Home,1031.0
,Expense,Other,CChdfc,emi,115.0
,Expense,Other,Ola,wolf,710.0
,Income,Other,HDFC,cb,50.0
,Income,Other,Amazon,cb,200.0
,Expense,Other,Slice,Food,406.0
,Expense,Other,Amazon,recharge,99.0
,Expense,akka,HDFC,Food,220.0
,Expense,akka,IDFCcc,Food,421.0
,Expense,akka,Amazon,gas,952.0
,Expense,akka,Amazon,Reimbursed,200.0
,Expense,Other,CChdfc,ola,948.0
,Expense,Other,CChdfc,int,22.0
,Expense,Jogendra,HDFC,charges,130.0
,Income,Jogendra,IDFCcc,cb,421.0
,Expense,Jogendra,Slice,convert,500.0
,Expense,dad,Amazon,Home,227.0
,Expense,Jogendra,Amazon,train,268.0
,Expense,Jogendra,HDFC,bill,12763.0
,Expense,Jogendra,HDFC,Food,250.0
,Income,Jogendra,FAxisCC,cb,16.0
,Expense,Jogendra,Ola,fuel,1010.0
,Income,dad,Amazon,Reimbursed,10000.0
,Expense,Jogendra,HDFC,lazy pay,20000.0
,Expense,dad,Amazon,bill,860.0
,Expense,Ammamma,Amazon,recharge,779.0
,Expense,dad,Amazon,gas,942.0
,Income,Other,HDFC,Reimbursed,10000.0
,Expense,dad,Amazon,train,338.0
,Expense,Other,HDFC,gold,600.0
,Expense,Other,Ola,reception,640.0
,Income,Jogendra,HDFC,cb,400.0
,Expense,Jogendra,FAxisCC,Leo,418.0
,Income,Jogendra,CChdfc,cb,500.0
,Expense,Other,Amazon,train,875.0
,Expense,dad,Amazon,Home,4334.0
,Expense,Jogendra,Amazon,recharge,58.0
,Expense,Jogendra,HDFC,Food,160.0
,Expense,Jogendra,HDFC,ccbill,24396.0
,Expense,Jogendra,Slice,transfer,500.0
,Expense,dad,Amazon,bill,3670.0
,Expense,dad,ICICIcc,bill,1327.0
,Expense,Jogendra,CChdfc,emi,35.0
,Expense,Jogendra,CChdfc,samsung tab,46119.0
,Income,Jogendra,CChdfc,cb,64.0
,Income,Other,HDFC,Reimbursed,19054.0
,Expense,Other,Amazon,bill,292.0
,Expense,Other,Amazon,movie,87.0
,Expense,Other,Amazon,akka,1599.0
,Income,Other,HDFC,train,800.0
,Income,Jogendra,Union,div,4.0
,Income,Other,HDFC,amazon,1600.0
,Expense,Other,CChdfc,emi,252.0
,Expense,Other,Ola,bill,300.0
,Income,dad,HDFC,Reimbursed,6550.0
,Expense,Jogendra,HDFC,charges,147.0
,Income,Jogendra,Amazon,cb,27.0
,Income,dad,Amazon,Reimbursed,10000.0
,Expense,dad,Amazon,bill,1622.0
,Expense,Jogendra,IDFCcc,movie,540.0
,Expense,Jogendra,HDFC,auto,64.0
,Income,mom,HDFC,Reimbursed,21000.0
,Expense,dad,Amazon,recharge,270.0
,Expense,dad,Amazon,bill,184.0
,Expense,dad,Amazon,recharge,80.0
,Expense,Jogendra,HDFC,Food,440.0
,Expense,dad,Amazon,Home,339.0
,Expense,dad,Slice,recharge,200.0
,Expense,Jogendra,Slice,amazon,1770.0
,Expense,Jogendra,HDFC,wolf,1000.0
,Expense,Other,Amazon,train,308.0
,Expense,Other,Amazon,bus,3675.0
,Expense,Jogendra,Amazon,wolf,149.0
,Expense,Jogendra,HDFC,Food,441.0
,Expense,Jogendra,Freyo,transfer,3000.0
,Expense,Jogendra,HDFC,ccbill,1332.0
,Expense,Other,Postpe,misc,2299.0
,Expense,Jogendra,HDFC,ccbill,2299.0
,Expense,Jogendra,Lazypay,samsung tab,2499.0
,Expense,dad,HDFC,Home,2220.0
,Expense,Other,Amazon,train,1160.0
,Expense,Jogendra,Slice,transfer,500.0
,Income,Jogendra,Freyo,cb,50.0
,Expense,Jogendra,Ola,transfer,2950.0
,Expense,Other,Amazon,Home,2029.0
,Expense,Jogendra,CChdfc,int,179.0
,Income,Other,Slice,refund,456.0
,Expense,Other,Amazon,train,1161.0
,Expense,Jogendra,CChdfc,int,1052.0
,Income,dad,HDFC,Reimbursed,4000.0
,Income,dad,Ola,Reimbursed,1000.0
,Expense,Jogendra,FAxisCC,transfer,650.0
,Expense,Jogendra,CChdfc,transfer,5000.0
,Expense,Other,Amazon,bill,4581.0
,Expense,Jogendra,Amazon,wolf,400.0
,Expense,Jogendra,HDFC,medicines,40.0
,Expense,Other,HDFC,movie,1800.0
,Expense,Jogendra,Lazypay,Food,519.0
